*.uuid,*.event,*.properties.$app_build,*.properties.$app_name,*.properties.$app_namespace,*.properties.$app_version,*.properties.$device_manufacturer,*.properties.$device_name,*.properties.$device_type,*.properties.$geoip_disable,*.properties.$is_emulator,*.properties.$is_identified,*.properties.$lib,*.properties.$lib_version,*.properties.$locale,*.properties.$os_name,*.properties.$os_version,*.properties.$process_person_profile,*.properties.$screen_height,*.properties.$screen_width,*.properties.$sent_at,*.properties.$session_id,*.properties.$timezone,*.properties.duration_ms,*.properties.engine,*.properties.model_version,*.properties.outcome,*.properties.trigger,*.properties.$os,*.properties.$has_recording,*.timestamp,*.team_id,*.distinct_id,*.elements_chain,*.created_at,*.person_mode,event,person_display_name -- Person.display_name,person_display_name -- Person.id,person_display_name -- Person.distinct_id,"coalesce(properties.$current_url, properties.$screen_name) -- Url / Screen",properties.$lib,timestamp
01a06dd7-28ce-70ab-9d97-75230ed212fd,plan_requested,1,Hourwell,com.hourwell.app,0.1.0,Google,Pixel 7a,Mobile,True,False,False,posthog-react-native,4.63.9,en-US-u-mu-celsius,Android,17,False,914.2857142857144,411.42857142857144,2026-09-04T19:13:38.483Z,01a06dd7-1997-7aa4-acfb-1fde77bfcfef,Europe/Kiev,3089,learned,recsys-p5.0,learned,evening_ritual,Android,False,2026-09-04 19:13:30.075000+00:00,256687,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,2026-09-04 19:13:37.305000+00:00,propertyless,plan_requested,01a05e0c-9989-7658-8fe7-6bfa12a95f48,4c95ad21-dead-5b16-8980-961468cbcd87,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,posthog-react-native,2026-09-04 19:13:30.075000+00:00
01a06b68-4049-7c47-9121-45bc87ab6768,plan_requested,1,Hourwell,com.hourwell.app,0.1.0,Google,Pixel 7a,Mobile,True,False,False,posthog-react-native,4.63.9,en-US-u-mu-celsius,Android,17,False,914.2857142857144,411.42857142857144,2026-09-04T07:53:09.482Z,01a06b63-5619-716c-b5fc-53b52c1c4a60,Europe/Kiev,2481,learned,recsys-p5.0,learned,manual,Android,False,2026-09-04 07:53:07.684000+00:00,256687,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,2026-09-04 07:53:08.783000+00:00,propertyless,plan_requested,01a05e0c-9989-7658-8fe7-6bfa12a95f48,4c95ad21-dead-5b16-8980-961468cbcd87,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,posthog-react-native,2026-09-04 07:53:07.684000+00:00
01a06b68-2243-72f0-a2f8-da2c3dce6920,plan_requested,1,Hourwell,com.hourwell.app,0.1.0,Google,Pixel 7a,Mobile,True,False,False,posthog-react-native,4.63.9,en-US-u-mu-celsius,Android,17,False,914.2857142857144,411.42857142857144,2026-09-04T07:53:09.482Z,01a06b63-5619-716c-b5fc-53b52c1c4a60,Europe/Kiev,2925,learned,recsys-p5.0,learned,manual,Android,False,2026-09-04 07:52:59.998000+00:00,256687,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,2026-09-04 07:53:08.621000+00:00,propertyless,plan_requested,01a05e0c-9989-7658-8fe7-6bfa12a95f48,4c95ad21-dead-5b16-8980-961468cbcd87,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,posthog-react-native,2026-09-04 07:52:59.998000+00:00
01a06b67-fd1f-7d93-a4ff-377de60116bc,plan_requested,1,Hourwell,com.hourwell.app,0.1.0,Google,Pixel 7a,Mobile,True,False,False,posthog-react-native,4.63.9,en-US-u-mu-celsius,Android,17,False,914.2857142857144,411.42857142857144,2026-09-04T07:52:57.919Z,01a06b63-5619-716c-b5fc-53b52c1c4a60,Europe/Kiev,1590,learned,recsys-p5.0,learned,manual,Android,False,2026-09-04 07:52:50.481000+00:00,256687,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,2026-09-04 07:52:56.997000+00:00,propertyless,plan_requested,01a05e0c-9989-7658-8fe7-6bfa12a95f48,4c95ad21-dead-5b16-8980-961468cbcd87,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,posthog-react-native,2026-09-04 07:52:50.481000+00:00
01a06b67-e1e9-7ddc-9506-e52b047f06f1,plan_requested,1,Hourwell,com.hourwell.app,0.1.0,Google,Pixel 7a,Mobile,True,False,False,posthog-react-native,4.63.9,en-US-u-mu-celsius,Android,17,False,914.2857142857144,411.42857142857144,2026-09-04T07:52:47.579Z,01a06b63-5619-716c-b5fc-53b52c1c4a60,Europe/Kiev,2711,learned,recsys-p5.0,learned,manual,Android,False,2026-09-04 07:52:43.522000+00:00,256687,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,2026-09-04 07:52:47.740000+00:00,propertyless,plan_requested,01a05e0c-9989-7658-8fe7-6bfa12a95f48,4c95ad21-dead-5b16-8980-961468cbcd87,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,posthog-react-native,2026-09-04 07:52:43.522000+00:00
01a06b67-bf5e-75f1-a69a-804dfa886611,plan_requested,1,Hourwell,com.hourwell.app,0.1.0,Google,Pixel 7a,Mobile,True,False,False,posthog-react-native,4.63.9,en-US-u-mu-celsius,Android,17,False,914.2857142857144,411.42857142857144,2026-09-04T07:52:36.466Z,01a06b63-5619-716c-b5fc-53b52c1c4a60,Europe/Kiev,2076,learned,recsys-p5.0,learned,manual,Android,False,2026-09-04 07:52:34.662000+00:00,256687,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,2026-09-04 07:52:36.088000+00:00,propertyless,plan_requested,01a05e0c-9989-7658-8fe7-6bfa12a95f48,4c95ad21-dead-5b16-8980-961468cbcd87,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,posthog-react-native,2026-09-04 07:52:34.662000+00:00
01a06b67-a2e9-748f-9fa1-e4ffe4057357,plan_requested,1,Hourwell,com.hourwell.app,0.1.0,Google,Pixel 7a,Mobile,True,False,False,posthog-react-native,4.63.9,en-US-u-mu-celsius,Android,17,False,914.2857142857144,411.42857142857144,2026-09-04T07:52:36.466Z,01a06b63-5619-716c-b5fc-53b52c1c4a60,Europe/Kiev,2849,learned,recsys-p5.0,learned,manual,Android,False,2026-09-04 07:52:27.377000+00:00,256687,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,2026-09-04 07:52:35.876000+00:00,propertyless,plan_requested,01a05e0c-9989-7658-8fe7-6bfa12a95f48,4c95ad21-dead-5b16-8980-961468cbcd87,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,posthog-react-native,2026-09-04 07:52:27.377000+00:00
01a06b67-81d7-71ed-9287-c75fd27f84fe,plan_requested,1,Hourwell,com.hourwell.app,0.1.0,Google,Pixel 7a,Mobile,True,False,False,posthog-react-native,4.63.9,en-US-u-mu-celsius,Android,17,False,914.2857142857144,411.42857142857144,2026-09-04T07:52:24.624Z,01a06b63-5619-716c-b5fc-53b52c1c4a60,Europe/Kiev,2543,learned,recsys-p5.0,learned,manual,Android,False,2026-09-04 07:52:18.998000+00:00,256687,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,2026-09-04 07:52:24.312000+00:00,propertyless,plan_requested,01a05e0c-9989-7658-8fe7-6bfa12a95f48,4c95ad21-dead-5b16-8980-961468cbcd87,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,posthog-react-native,2026-09-04 07:52:18.998000+00:00
01a06b67-6571-7277-b282-ae9f3c988e7c,plan_requested,1,Hourwell,com.hourwell.app,0.1.0,Google,Pixel 7a,Mobile,True,False,False,posthog-react-native,4.63.9,en-US-u-mu-celsius,Android,17,False,914.2857142857144,411.42857142857144,2026-09-04T07:52:13.462Z,01a06b63-5619-716c-b5fc-53b52c1c4a60,Europe/Kiev,3387,learned,recsys-p5.0,learned,manual,Android,False,2026-09-04 07:52:11.659000+00:00,256687,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,2026-09-04 07:52:12.332000+00:00,propertyless,plan_requested,01a05e0c-9989-7658-8fe7-6bfa12a95f48,4c95ad21-dead-5b16-8980-961468cbcd87,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,posthog-react-native,2026-09-04 07:52:11.659000+00:00
01a06b67-4ad1-72ad-bd68-06c39083492c,plan_requested,1,Hourwell,com.hourwell.app,0.1.0,Google,Pixel 7a,Mobile,True,False,False,posthog-react-native,4.63.9,en-US-u-mu-celsius,Android,17,False,914.2857142857144,411.42857142857144,2026-09-04T07:52:13.462Z,01a06b63-5619-716c-b5fc-53b52c1c4a60,Europe/Kiev,4732,learned,recsys-p5.0,learned,manual,Android,False,2026-09-04 07:52:04.843000+00:00,256687,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,2026-09-04 07:52:12.254000+00:00,propertyless,plan_requested,01a05e0c-9989-7658-8fe7-6bfa12a95f48,4c95ad21-dead-5b16-8980-961468cbcd87,01a05e0c-9989-7658-8fe7-6bfa12a95f48,,posthog-react-native,2026-09-04 07:52:04.843000+00:00
